"resp_id","ques","segment","choice","seat.1","seat.2","seat.3","trans.1","trans.2","trans.3","convert.1","convert.2","convert.3","price.1","price.2","price.3"
9,4,"basic",3,"4","2","4","manual","auto","auto","yes","yes","no","35","40","30"
9,5,"basic",1,"5","5","4","auto","auto","manual","yes","yes","no","30","35","35"
9,6,"basic",1,"4","2","4","manual","manual","manual","no","yes","yes","30","40","30"
9,7,"basic",2,"2","4","2","manual","auto","manual","no","yes","yes","35","35","30"
9,8,"basic",3,"5","2","4","manual","manual","auto","yes","yes","yes","30","35","30"
9,9,"basic",3,"5","2","5","manual","manual","manual","yes","no","no","40","40","30"
9,10,"basic",3,"4","4","2","manual","auto","auto","yes","yes","yes","40","40","35"
10,1,"basic",1,"5","4","2","auto","manual","auto","yes","no","no","30","30","30"
10,2,"basic",1,"4","5","4","auto","manual","auto","yes","no","yes","35","30","40"
10,3,"basic",2,"2","2","4","manual","auto","manual","no","yes","no","35","30","35"
10,4,"basic",2,"5","5","4","manual","auto","manual","no","yes","no","35","40","40"
10,5,"basic",1,"5","2","4","auto","auto","auto","no","no","no","35","35","30"
10,6,"basic",2,"5","4","2","auto","auto","auto","no","yes","yes","40","30","35"
10,7,"basic",3,"2","2","5","auto","manual","auto","yes","no","no","40","40","30"
10,8,"basic",3,"5","4","4","manual","manual","auto","yes","yes","no","40","35","35"
10,9,"basic",3,"2","2","5","manual","manual","manual","yes","yes","yes","35","40","30"
10,10,"basic",3,"2","5","2","auto","manual","manual","no","no","no","40","40","30"
11,1,"basic",3,"4","4","2","auto","auto","manual","no","no","no","40","35","30"
11,2,"basic",3,"5","2","5","auto","manual","auto","yes","yes","no","30","30","35"
11,3,"basic",3,"2","2","4","manual","auto","manual","no","yes","no","35","40","35"
11,4,"basic",1,"5","5","5","manual","manual","manual","yes","no","no","30","40","35"
11,5,"basic",2,"5","5","4","auto","manual","manual","no","yes","no","40","35","40"
11,6,"basic",1,"5","4","2","auto","manual","auto","yes","yes","no","35","30","40"
11,7,"basic",1,"5","2","4","manual","manual","manual","no","no","no","30","40","30"
11,8,"basic",1,"2","2","2","auto","auto","manual","yes","no","yes","30","35","35"
11,9,"basic",1,"2","4","4","auto","auto","manual","yes","yes","yes","35","40","40"
11,10,"basic",1,"5","4","2","auto","auto","auto","no","no","no","30","30","30"
12,1,"racer",2,"2","5","5","auto","manual","auto","no","no","yes","35","35","30"
12,2,"racer",3,"4","4","2","manual","auto","manual","yes","no","yes","30","40","35"
12,3,"racer",1,"2","4","4","manual","manual","auto","no","no","yes","30","40","35"
12,4,"racer",3,"4","4","2","manual","auto","auto","yes","no","yes","35","30","35"
12,5,"racer",1,"5","5","2","manual","auto","auto","no","no","yes","40","35","40"
12,6,"racer",3,"2","5","4","auto","manual","manual","no","no","no","30","30","30"
12,7,"racer",1,"4","2","5","manual","manual","auto","no","yes","yes","35","40","40"
12,8,"racer",3,"2","2","2","manual","auto","manual","no","no","no","40","40","35"
12,9,"racer",2,"5","5","4","auto","manual","manual","no","yes","yes","40","30","40"
12,10,"racer",1,"5","2","4","auto","auto","auto","yes","yes","yes","35","30","30"
13,1,"basic",2,"5","5","4","manual","manual","manual","yes","yes","no","35","30","40"
13,2,"basic",1,"5","4","5","auto","auto","auto","no","yes","yes","35","35","30"
13,3,"basic",1,"2","5","2","auto","auto","manual","yes","yes","no","40","40","35"
13,4,"basic",2,"4","5","2","manual","auto","manual","yes","no","yes","40","30","35"
13,5,"basic",2,"4","4","4","auto","auto","auto","no","no","yes","35","30","40"
13,6,"basic",1,"4","4","2","manual","manual","auto","yes","yes","no","30","35","35"
13,7,"basic",2,"4","5","5","manual","manual","manual","no","no","no","35","30","40"
13,8,"basic",2,"5","5","2","manual","auto","auto","yes","no","yes","40","40","30"
13,9,"basic",2,"2","4","2","manual","manual","auto","yes","no","no","30","30","40"
13,10,"basic",2,"2","5","2","manual","auto","auto","yes","yes","yes","40","35","35"
14,1,"basic",1,"5","2","5","auto","manual","manual","yes","no","no","30","40","35"
14,2,"basic",3,"2","5","5","manual","manual","manual","yes","yes","no","40","30","30"
14,3,"basic",1,"5","2","4","auto","manual","manual","no","yes","yes","35","30","35"
14,4,"basic",3,"4","4","2","manual","auto","manual","yes","yes","no","40","40","30"
14,5,"basic",2,"2","2","2","auto","auto","auto","yes","yes","yes","35","30","40"
14,6,"basic",1,"5","5","5","auto","manual","auto","no","no","yes","40","40","40"
14,7,"basic",1,"2","4","4","auto","auto","auto","no","no","no","30","30","35"
14,8,"basic",2,"4","4","4","manual","auto","auto","no","yes","yes","35","30","35"
14,9,"basic",3,"4","2","2","manual","auto","auto","no","no","no","30","40","35"
14,10,"basic",3,"5","4","5","manual","manual","auto","yes","no","no","40","40","30"
15,1,"basic",2,"4","2","2","manual","manual","manual","yes","no","yes","35","35","40"
15,2,"basic",3,"2","2","4","manual","auto","auto","no","no","yes","30","40","30"
15,3,"basic",1,"4","2","5","manual","manual","auto","yes","yes","no","30","35","30"
15,4,"basic",3,"2","5","4","manual","manual","auto","yes","no","no","30","30","30"
15,5,"basic",1,"4","5","5","auto","manual","manual","no","no","yes","40","40","35"
15,6,"basic",3,"2","4","4","auto","manual","auto","yes","no","no","40","40","35"
15,7,"basic",2,"4","2","5","manual","auto","manual","no","no","yes","35","30","40"
15,8,"basic",3,"5","5","5","manual","auto","auto","yes","yes","yes","30","30","35"
15,9,"basic",2,"4","2","2","auto","auto","auto","yes","no","yes","35","35","30"
15,10,"basic",1,"5","2","4","auto","manual","manual","no","no","yes","35","40","40"
16,1,"basic",2,"2","5","5","auto","auto","manual","no","yes","yes","40","30","35"
16,2,"basic",1,"5","5","2","manual","manual","auto","no","yes","no","35","40","35"
16,3,"basic",3,"5","4","2","auto","manual","manual","yes","no","no","35","30","30"
16,4,"basic",2,"4","5","4","auto","auto","auto","no","no","yes","35","30","35"
16,5,"basic",3,"4","2","4","auto","manual","manual","yes","no","yes","40","40","35"
16,6,"basic",1,"2","5","5","auto","manual","manual","no","yes","no","30","30","30"
16,7,"basic",2,"5","4","4","auto","auto","manual","yes","yes","yes","40","30","30"
16,8,"basic",3,"2","2","2","manual","manual","manual","yes","yes","yes","35","40","30"
16,9,"basic",1,"2","4","2","auto","manual","manual","yes","no","no","40","40","35"
16,10,"basic",2,"4","4","4","auto","auto","manual","no","no","no","40","30","35"
17,1,"fun",3,"2","5","2","auto","auto","manual","yes","yes","yes","30","30","30"
17,2,"fun",2,"5","5","2","auto","manual","auto","no","yes","no","30","30","30"
17,3,"fun",3,"4","2","4","manual","manual","manual","no","no","yes","35","30","30"
17,4,"fun",3,"5","2","4","manual","manual","auto","no","no","no","30","35","40"
17,5,"fun",3,"5","2","5","manual","manual","auto","no","yes","no","35","35","40"
17,6,"fun",3,"2","2","5","manual","auto","manual","yes","no","yes","40","35","35"
17,7,"fun",3,"2","5","4","auto","manual","manual","no","no","yes","40","40","35"
17,8,"fun",2,"4","5","5","manual","auto","auto","no","yes","no","30","35","35"
17,9,"fun",2,"4","4","2","auto","auto","manual","yes","yes","no","35","30","40"
17,10,"fun",3,"4","2","5","auto","auto","manual","no","yes","yes","30","40","40"
18,1,"basic",2,"4","2","4","auto","manual","manual","no","yes","no","35","30","40"
18,2,"basic",2,"2","5","2","manual","auto","manual","yes","yes","no","40","40","40"
18,3,"basic",2,"5","2","5","manual","auto","auto","no","yes","yes","35","40","35"
18,4,"basic",1,"5","5","4","manual","manual","auto","yes","yes","yes","35","40","30"
18,5,"basic",2,"4","2","4","auto","auto","auto","no","no","yes","40","35","35"
18,6,"basic",1,"4","4","5","manual","auto","manual","no","yes","yes","30","40","30"
18,7,"basic",2,"5","5","5","auto","auto","auto","no","yes","no","40","30","35"
18,8,"basic",3,"4","2","4","manual","manual","manual","yes","no","yes","40","30","30"
18,9,"basic",3,"5","2","5","manual","auto","auto","no","yes","no","30","35","30"
18,10,"basic",1,"2","5","4","manual","manual","manual","yes","no","no","35","40","35"
19,1,"racer",3,"2","2","2","auto","auto","auto","yes","yes","no","30","40","40"
19,2,"racer",1,"5","4","5","auto","manual","auto","yes","yes","yes","35","40","40"
19,3,"racer",1,"5","5","4","manual","auto","auto","no","no","no","35","40","40"
19,4,"racer",3,"4","2","5","auto","auto","manual","no","no","yes","35","35","35"
19,5,"racer",2,"5","4","2","manual","auto","manual","yes","yes","yes","30","30","35"
19,6,"racer",2,"5","5","5","auto","manual","manual","yes","no","yes","30","30","40"
19,7,"racer",1,"4","4","4","auto","manual","manual","no","no","no","30","40","35"
19,8,"racer",2,"2","5","5","auto","auto","manual","no","no","no","30","35","40"
19,9,"racer",2,"2","4","2","manual","manual","manual","no","yes","yes","40","35","40"
19,10,"racer",3,"4","2","5","auto","manual","auto","yes","no","no","35","30","30"
20,1,"basic",1,"5","5","5","auto","auto","auto","yes","no","yes","30","30","40"
20,2,"basic",1,"4","4","5","auto","manual","manual","yes","no","no","30","40","35"
20,3,"basic",2,"5","5","2","manual","auto","auto","yes","no","no","35","35","40"
20,4,"basic",1,"4","2","2","auto","manual","auto","no","yes","no","30","35","30"
20,5,"basic",1,"2","2","4","manual","manual","manual","no","yes","no","30","40","35"
20,6,"basic",2,"5","4","2","manual","auto","manual","no","no","no","30","35","35"
20,7,"basic",2,"4","4","2","manual","auto","auto","yes","yes","yes","35","35","35"
20,8,"basic",1,"2","5","4","auto","manual","auto","yes","yes","no","40","40","40"
20,9,"basic",1,"4","2","2","manual","manual","manual","no","yes","no","30","30","40"
20,10,"basic",3,"4","5","2","auto","manual","auto","yes","yes","no","40","30","35"
21,1,"fun",3,"2","4","2","manual","auto","auto","no","yes","no","35","35","40"
21,2,"fun",3,"5","4","4","manual","manual","auto","yes","no","no","40","35","40"
21,3,"fun",2,"4","2","4","auto","auto","auto","yes","no","yes","40","35","30"
21,4,"fun",1,"5","2","2","auto","auto","manual","yes","yes","yes","30","40","40"
21,5,"fun",1,"2","5","4","manual","manual","manual","yes","no","yes","30","40","30"
21,6,"fun",1,"2","4","2","manual","manual","manual","yes","no","no","35","40","30"
21,7,"fun",2,"4","5","5","auto","auto","manual","no","no","yes","35","35","35"
21,8,"fun",3,"2","5","2","auto","manual","auto","yes","no","yes","35","35","30"
21,9,"fun",1,"2","4","5","auto","manual","manual","no","yes","yes","30","40","30"
21,10,"fun",1,"4","2","5","manual","manual","manual","yes","no","no","35","40","30"
22,1,"basic",3,"4","4","2","manual","auto","manual","no","no","yes","35","40","35"
22,2,"basic",2,"2","2","5","auto","auto","auto","yes","no","yes","35","30","35"
22,3,"basic",1,"2","2","2","auto","manual","auto","yes","no","yes","30","30","40"
22,4,"basic",1,"4","4","2","auto","auto","auto","no","yes","no","30","35","35"
22,5,"basic",3,"4","4","4","auto","manual","auto","yes","yes","no","40","30","35"
22,6,"basic",3,"5","4","4","auto","manual","auto","no","no","yes","30","40","30"
22,7,"basic",3,"4","2","2","manual","auto","manual","no","no","yes","30","40","30"
22,8,"basic",1,"5","5","5","auto","manual","auto","yes","no","no","30","40","40"
22,9,"basic",1,"5","4","4","auto","manual","manual","no","yes","yes","35","35","40"
22,10,"basic",2,"5","5","5","manual","manual","manual","yes","yes","no","30","35","30"
23,1,"fun",1,"2","5","4","auto","auto","manual","no","yes","yes","35","40","30"
23,2,"fun",3,"5","5","5","auto","manual","auto","no","no","yes","35","30","30"
23,3,"fun",3,"4","4","4","manual","manual","auto","no","yes","no","35","40","35"
23,4,"fun",3,"4","2","5","auto","manual","auto","no","no","yes","40","35","35"
23,5,"fun",2,"4","5","2","manual","manual","auto","yes","yes","no","35","35","30"
23,6,"fun",3,"2","4","5","auto","manual","manual","no","no","yes","40","30","30"
23,7,"fun",1,"2","2","5","auto","auto","manual","yes","yes","no","30","35","40"
23,8,"fun",3,"2","2","4","auto","manual","auto","yes","yes","yes","40","35","30"
23,9,"fun",1,"5","5","4","auto","manual","manual","no","no","no","30","35","40"
23,10,"fun",1,"2","4","4","manual","auto","auto","yes","no","yes","40","30","40"
24,1,"basic",1,"5","2","4","auto","auto","manual","no","yes","no","30","30","35"
24,2,"basic",3,"4","2","5","auto","manual","auto","yes","yes","no","35","40","35"
24,3,"basic",2,"4","2","2","manual","auto","manual","yes","no","yes","35","30","30"
24,4,"basic",1,"5","4","2","auto","manual","auto","yes","no","yes","30","40","35"
24,5,"basic",1,"4","5","4","auto","auto","auto","no","no","yes","30","40","40"
24,6,"basic",2,"5","4","4","manual","manual","auto","no","yes","no","30","30","40"
24,7,"basic",1,"4","4","2","auto","manual","auto","yes","yes","yes","30","40","40"
24,8,"basic",2,"5","2","2","manual","manual","manual","yes","no","yes","30","30","35"
24,9,"basic",1,"5","4","5","auto","manual","manual","yes","no","yes","35","30","35"
24,10,"basic",3,"2","5","5","auto","auto","manual","no","yes","no","35","40","35"
25,1,"basic",1,"4","5","5","auto","manual","auto","no","yes","yes","35","40","35"
25,2,"basic",3,"4","5","4","manual","auto","auto","yes","no","no","35","35","30"
25,3,"basic",1,"5","5","4","auto","manual","manual","no","yes","no","30","35","30"
25,4,"basic",2,"2","2","4","auto","manual","auto","no","yes","yes","35","30","40"
25,5,"basic",2,"5","2","4","manual","manual","manual","no","no","yes","30","30","40"
25,6,"basic",3,"5","4","4","auto","auto","manual","yes","no","no","40","40","35"
25,7,"basic",1,"2","4","5","manual","auto","manual","yes","yes","no","35","35","40"
25,8,"basic",1,"5","2","4","auto","auto","manual","yes","no","no","30","40","40"
25,9,"basic",2,"4","2","5","manual","auto","manual","yes","yes","no","30","40","35"
25,10,"basic",1,"4","2","2","auto","auto","auto","yes","yes","yes","30","35","30"
26,1,"basic",3,"4","2","5","manual","manual","manual","no","yes","no","35","40","30"
26,2,"basic",1,"5","2","5","auto","manual","manual","no","yes","yes","35","30","40"
26,3,"basic",2,"5","2","2","auto","auto","manual","yes","yes","yes","40","30","35"
26,4,"basic",3,"5","4","4","manual","manual","auto","no","yes","yes","35","35","30"
26,5,"basic",2,"4","4","5","manual","auto","auto","no","no","no","30","30","40"
26,6,"basic",1,"5","2","2","auto","auto","manual","no","yes","no","30","35","30"
26,7,"basic",1,"5","4","2","auto","manual","manual","yes","no","no","35","40","35"
26,8,"basic",2,"4","2","2","auto","auto","auto","no","no","no","35","30","35"
26,9,"basic",3,"5","4","4","manual","manual","auto","yes","yes","yes","35","30","35"
26,10,"basic",3,"2","4","5","auto","auto","auto","yes","yes","yes","40","40","30"
27,1,"basic",3,"2","5","5","manual","auto","manual","yes","no","no","30","40","30"
27,2,"basic",1,"5","5","5","auto","manual","auto","yes","yes","yes","35","30","40"
27,3,"basic",1,"5","4","4","auto","manual","auto","no","yes","yes","30","35","35"
27,4,"basic",3,"4","2","5","auto","auto","auto","no","no","no","40","40","35"
27,5,"basic",2,"2","2","5","auto","auto","manual","no","no","yes","35","30","40"
27,6,"basic",2,"5","4","4","manual","manual","manual","no","no","yes","35","40","40"
27,7,"basic",3,"4","4","2","manual","auto","auto","no","no","yes","30","35","30"
27,8,"basic",1,"4","2","2","auto","manual","auto","yes","yes","yes","30","40","35"
27,9,"basic",2,"4","5","2","manual","manual","manual","no","yes","no","35","35","40"
27,10,"basic",1,"5","2","2","auto","manual","manual","yes","no","no","30","30","35"
28,1,"fun",3,"2","2","5","auto","manual","auto","yes","no","yes","35","40","40"
28,2,"fun",1,"2","5","4","auto","manual","auto","yes","no","yes","30","40","35"
28,3,"fun",2,"4","5","2","manual","manual","manual","yes","yes","yes","40","30","40"
28,4,"fun",1,"5","2","2","auto","auto","manual","no","no","no","30","30","35"
28,5,"fun",1,"4","4","4","auto","auto","manual","no","no","no","30","40","35"
28,6,"fun",2,"2","4","2","manual","auto","auto","yes","yes","no","35","40","40"
28,7,"fun",1,"5","5","2","manual","auto","manual","yes","no","no","35","35","30"
28,8,"fun",2,"4","4","4","auto","manual","manual","yes","yes","no","30","30","40"
28,9,"fun",1,"2","4","5","auto","manual","manual","yes","no","no","40","30","35"
28,10,"fun",2,"5","5","4","manual","auto","manual","yes","no","yes","40","40","35"
29,1,"basic",2,"5","2","4","manual","auto","auto","yes","yes","yes","35","40","40"
29,2,"basic",1,"2","2","5","auto","manual","manual","no","no","yes","40","40","30"
29,3,"basic",1,"2","4","4","auto","auto","manual","no","yes","yes","30","35","35"
29,4,"basic",3,"5","2","4","auto","auto","manual","yes","yes","yes","35","35","30"
29,5,"basic",2,"5","4","5","manual","auto","manual","no","no","no","30","30","40"
29,6,"basic",2,"2","5","4","manual","auto","manual","no","no","no","30","35","40"
29,7,"basic",2,"2","5","2","manual","auto","manual","yes","no","yes","40","30","30"
29,8,"basic",2,"2","4","4","manual","auto","manual","yes","yes","yes","35","30","40"
29,9,"basic",3,"4","2","5","manual","manual","auto","no","no","no","35","35","40"
29,10,"basic",2,"5","2","5","manual","auto","auto","yes","yes","yes","40","30","40"
30,1,"fun",2,"4","4","5","manual","auto","auto","yes","yes","yes","40","40","40"
30,2,"fun",1,"4","5","5","manual","manual","manual","yes","yes","yes","30","40","35"
30,3,"fun",2,"2","4","4","auto","auto","auto","no","no","no","35","30","40"
30,4,"fun",3,"5","5","2","auto","manual","manual","no","no","yes","40","30","30"
30,5,"fun",1,"4","4","4","auto","manual","manual","yes","no","no","35","30","40"
30,6,"fun",2,"5","5","4","auto","manual","manual","no","no","yes","35","35","35"
30,7,"fun",3,"2","5","2","manual","manual","auto","no","no","no","40","40","40"
30,8,"fun",2,"2","2","2","manual","auto","manual","yes","no","no","35","30","35"
30,9,"fun",3,"5","2","5","auto","auto","auto","no","yes","yes","30","35","35"
30,10,"fun",3,"2","4","2","manual","manual","auto","yes","no","yes","40","35","30"
31,1,"fun",1,"2","4","5","manual","manual","auto","yes","no","no","35","40","35"
31,2,"fun",1,"2","2","5","auto","auto","manual","yes","no","no","30","35","40"
31,3,"fun",3,"2","2","4","auto","manual","auto","no","yes","yes","40","30","30"
31,4,"fun",2,"2","4","5","auto","auto","manual","no","no","yes","30","30","30"
31,5,"fun",3,"5","4","2","manual","auto","auto","yes","no","yes","40","35","40"
31,6,"fun",3,"2","4","5","manual","manual","auto","no","yes","no","30","35","30"
31,7,"fun",2,"2","4","2","manual","manual","manual","no","yes","yes","40","30","40"
31,8,"fun",2,"4","4","5","auto","auto","auto","yes","yes","yes","40","35","35"
31,9,"fun",3,"4","5","5","manual","auto","auto","no","yes","yes","35","40","30"
31,10,"fun",2,"5","4","5","auto","manual","manual","no","yes","no","40","40","35"
32,1,"fun",3,"4","2","2","manual","manual","manual","yes","no","yes","40","30","30"
32,2,"fun",1,"4","2","5","auto","manual","auto","no","yes","yes","35","40","40"
32,3,"fun",1,"2","2","2","auto","manual","manual","yes","no","no","30","35","40"
32,4,"fun",1,"4","2","2","auto","manual","auto","yes","yes","no","35","35","30"
32,5,"fun",3,"2","2","5","auto","auto","manual","no","no","yes","40","35","35"
32,6,"fun",3,"5","5","4","auto","manual","auto","yes","yes","no","35","30","30"
32,7,"fun",3,"5","4","4","auto","manual","auto","yes","no","no","30","35","40"
32,8,"fun",1,"2","5","5","auto","auto","manual","yes","no","yes","35","35","40"
32,9,"fun",3,"4","4","4","manual","manual","auto","yes","yes","yes","35","30","40"
32,10,"fun",2,"5","5","5","manual","auto","manual","no","no","no","30","30","35"
33,1,"racer",2,"2","5","4","auto","manual","auto","no","yes","yes","35","40","30"
33,2,"racer",3,"2","4","4","manual","manual","manual","no","yes","yes","40","40","35"
33,3,"racer",3,"2","2","5","auto","auto","manual","yes","no","no","40","40","40"
33,4,"racer",2,"2","5","4","manual","auto","auto","yes","no","no","30","30","30"
33,5,"racer",3,"5","2","5","auto","auto","auto","yes","no","yes","35","30","30"
33,6,"racer",1,"5","5","4","manual","manual","manual","no","no","no","30","35","40"
33,7,"racer",2,"4","5","2","auto","auto","auto","no","no","yes","40","35","30"
33,8,"racer",1,"5","4","4","auto","manual","manual","no","no","yes","40","35","30"
33,9,"racer",1,"4","2","5","manual","auto","manual","no","yes","yes","30","35","35"
33,10,"racer",2,"4","2","2","auto","manual","manual","yes","no","yes","35","30","40"
34,1,"basic",2,"5","5","5","manual","manual","auto","yes","no","yes","40","30","35"
34,2,"basic",1,"5","4","5","auto","manual","manual","no","no","no","30","30","35"
34,3,"basic",3,"4","2","5","auto","manual","auto","no","yes","yes","40","40","30"
34,4,"basic",3,"5","2","2","auto","auto","auto","yes","yes","yes","40","40","30"
34,5,"basic",3,"5","2","4","auto","manual","manual","no","yes","yes","40","35","30"
34,6,"basic",2,"4","4","4","manual","auto","auto","yes","yes","no","40","30","35"
34,7,"basic",2,"4","2","5","auto","manual","manual","yes","yes","no","35","30","40"
34,8,"basic",3,"2","4","5","manual","manual","auto","no","yes","no","35","35","35"
34,9,"basic",1,"2","2","2","auto","auto","auto","no","no","yes","40","35","35"
34,10,"basic",2,"2","5","4","auto","manual","manual","no","yes","no","30","30","35"
35,1,"basic",2,"2","5","2","manual","auto","manual","yes","no","yes","35","35","30"
